date,latitude,longitude,stationName,value,previousDate,previousValue,type
2017-02-18,42.0363,-95.3288,"Denison, Ia",18.3,1981-02-18,16.7,high
2017-02-18,42.5399,-90.6461,"Dubuque Lock And Dam 11, Ia",17.2,1981-02-18,16.1,high
2017-02-18,42.7754,-91.4537,"Elkader, Ia",18.3,1981-02-18,18.3,high
2017-02-18,43.1025,-94.6833,"Emmetsburg, Ia",16.7,1954-02-18,16.1,high
2017-02-18,41.021,-91.9553,"Fairfield, Ia",22.2,2011-02-18,19.4,high
2017-02-18,40.6222,-91.334,"Fort Madison, Ia",17.2,1994-02-18,16.7,high
2017-02-18,41.72,-92.749,"Grinnell 3 Sw, Ia",21.7,2011-02-18,18.3,high
2017-02-18,41.6686,-94.4972,"Guthrie Center, Ia",21.7,1981-02-18,19.4,high
2017-02-18,42.756,-93.202,"Hampton, Ia",18.3,1981-02-18,17.8,high
2017-02-18,41.3657,-93.648,"Indianola 2 W, Ia",23.9,1930-02-18,20.6,high
2017-02-18,41.6093,-91.5051,"Iowa City, Ia",23.3,1981-02-18,18.9,high
2017-02-18,42.5188,-93.2536,"Iowa Falls, Ia",18.9,2011-02-18,17.2,high
2017-02-18,40.3968,-91.3749,"Keokuk Lock Dam 19, Ia",21.7,2011-02-18,21.1,high
2017-02-18,40.7356,-91.9696,"Keosauqua, Ia",22.2,2011-02-18,21.1,high
2017-02-18,41.3247,-93.1008,"Knoxville, Ia",22.8,2011-02-18,20,high
2017-02-18,41.5747,-90.4005,"Le Claire Lock And Dam 14, Ia",17.2,2011-02-18,16.1,high
2017-02-18,41.638,-95.7883,"Logan, Ia",21.1,1981-02-18,19.4,high
2017-02-18,42.4732,-91.4516,"Manchester Number 2, Ia",20.6,1981-02-18,17.2,high
2017-02-18,42.162,-95.7836,"Mapleton Number 2, Ia",17.8,1954-02-18,17.8,high
2017-02-18,42.0494,-90.7488,"Maquoketa, Ia",20.6,1981-02-18,15,high
2017-02-18,40.7052,-94.2427,"Mount Ayr, Ia",22.2,1930-02-18,21.1,high
2017-02-18,40.9486,-91.5647,"Mount Pleasant 1 Ssw, Ia",22.8,1994-02-18,18.3,high
2017-02-18,41.7116,-93.0297,"Newton, Ia",22.2,2011-02-18,18.9,high
2017-02-18,41.3044,-95.3844,"Oakland, Ia",21.7,1930-02-18,19.4,high
2017-02-18,41.0194,-93.7502,"Osceola, Ia",23.3,2011-02-18,20.6,high
2017-02-18,41.3213,-92.6466,"Oskaloosa, Ia",23.3,2011-02-18,19.4,high
2017-02-18,41.8394,-94.1105,"Perry, Ia",22.2,1981-02-18,19.4,high
2017-02-18,41.0036,-95.2419,"Red Oak, Ia",23.3,2011-02-18,20,high
2017-02-18,42.3969,-94.6291,"Rockwell City, Ia",18.3,1981-02-18,17.8,high
2017-02-18,40.7672,-95.38,"Shenandoah, Ia",23.3,2011-02-18,20.6,high
2017-02-18,40.736,-95.643,"Sidney 1 Sse, Ia",22.8,2011-02-18,20.6,high
2017-02-18,41.3363,-92.2044,"Sigourney, Ia",22.8,2011-02-18,20.6,high
2017-02-18,42.0355,-92.5805,"Toledo 3 N, Ia",21.7,1981-02-18,18.9,high
2017-02-18,42.8125,-92.2574,"Tripoli, Ia",18.9,1981-02-18,18.3,high
2017-02-18,42.1702,-92.0077,"Vinton, Ia",20.6,1981-02-18,18.3,high
2017-02-18,41.2824,-91.7078,"Washington, Ia",22.8,2011-02-18,19.4,high
2017-02-18,42.4686,-93.7972,"Webster City, Ia",18.9,2011-02-18,18.9,high
2017-02-18,41.6649,-91.9977,"Williamsburg 1 E, Ia",22.2,1981-02-18,19.4,high
2017-02-18,39.8185,-97.6377,"Belleville, Ks",22.8,2011-02-18,21.1,high
2017-02-18,38.0212,-96.6036,"Cassoday 2 Se, Ks",22.8,2011-02-18,22.8,high
2017-02-18,39.4578,-95.7551,"Holton 7 Se, Ks",24.4,2011-02-18,21.7,high
2017-02-18,39.6678,-95.5199,"Horton, Ks",23.9,1930-02-18,22.8,high
2017-02-18,38.2548,-95.7499,"John Redmond Lake, Ks",22.8,1986-02-18,22.2,high
2017-02-18,39.8384,-96.6365,"Marysville, Ks",25,2011-02-18,22.2,high
2017-02-18,38.6449,-95.566,"Pomona Lake, Ks",23.9,2011-02-18,23.9,high
2017-02-18,39.7772,-98.7783,"Smith Center, Ks",22.8,1997-02-18,21.1,high
2017-02-18,38.9111,-101.5852,"Wallace, Ks",21.1,2016-02-18,20.6,high
2017-02-18,39.8088,-97.055,"Washington, Ks",23.3,2011-02-18,22.8,high
2017-02-18,36.8977,-86.1247,"Barren River Lake, Ky",21.1,2008-02-18,20.6,high
2017-02-18,37.2791,-86.2491,"Nolin River Lake, Ky",21.7,2008-02-18,20,high
2017-02-18,37.6177,-86.5044,"Rough River Lake, Ky",23.3,2008-02-18,18.9,high
2017-02-18,42.2947,-83.7108,"Ann Arbor University Of Mi, Mi",20,1997-02-18,13.3,high
2017-02-18,42.3842,-85.9625,"Bloomingdale, Mi",16.7,1961-02-18,15.6,high
2017-02-18,41.9622,-84.9925,"Coldwater St School, Mi",18.3,1961-02-18,15,high
2017-02-18,41.9856,-86.132,"Dowagiac 1 W, Mi",17.8,1961-02-18,17.2,high
2017-02-18,42.6422,-85.2875,"Hastings, Mi",13.9,1961-02-18,13.9,high
2017-02-18,46.665,-88.375,"Herman, Mi",10,1994-02-18,8.9,high
2017-02-18,41.9352,-84.6411,"Hillsdale, Mi",13.3,1961-02-18,13.3,high
2017-02-18,46.4656,-90.1892,"Ironwood, Mi",14.4,1981-02-18,14.4,high
2017-02-18,44.4199,-84.0232,"Lupton 1 S, Mi",15.6,1954-02-18,10.6,high
2017-02-18,44.855,-85.8352,"Maple City, Mi",13.3,2011-02-18,10.6,high
2017-02-18,43.6088,-84.2011,"Midland, Mi",17.2,2011-02-18,11.1,high
2017-02-18,42.975,-82.4194,"Port Huron, Mi",19.4,1997-02-18,13.9,high
2017-02-18,46.0555,-88.6275,"Stambaugh 2 Sse, Mi",13.9,1981-02-18,12.2,high
2017-02-18,41.9299,-85.6385,"Three Rivers, Mi",17.2,1961-02-18,16.7,high
2017-02-18,47.2991,-96.5161,"Ada, Mn",11.1,1981-02-18,10,high
2017-02-18,45.3167,-95.6166,"Benson, Mn",13.9,1981-02-18,13.3,high
2017-02-18,46.3433,-94.2086,"Brainerd, Mn",13.9,1981-02-18,13.9,high
2017-02-18,45.5959,-96.8284,"Browns Valley, Mn",15,1981-02-18,15,high
2017-02-18,43.6309,-91.5027,"Caledonia, Mn",13.9,1981-02-18,13.9,high
2017-02-18,47.3847,-94.6147,"Cass Lake, Mn",15,1981-02-18,11.7,high
2017-02-18,45.5794,-94.392,"Collegeville St. John S, Mn",13.9,1981-02-18,12.2,high
2017-02-18,45.3397,-92.9125,"Forest Lake 5 Ne, Mn",16.1,1981-02-18,13.3,high
2017-02-18,44.5565,-94.2207,"Gaylord, Mn",17.2,1981-02-18,13.9,high
2017-02-18,47.9711,-89.6908,"Grand Portage Ranger Station, Mn",6.1,2010-02-18,6.1,high
2017-02-18,46.4119,-94.3608,"Gull Lake Dam, Mn",13.9,1981-02-18,11.7,high
2017-02-18,48.1603,-90.8842,"Gunflint Lake 10 Nw, Mn",11.7,1981-02-18,9.4,high
2017-02-18,44.7597,-92.8689,"Hastings Dam 2, Mn",14.4,1995-02-18,7.2,high
2017-02-18,44.6501,-93.6356,"Jordan 1 Ssw, Mn",16.1,1981-02-18,15.6,high
2017-02-18,47.2467,-94.2228,"Leech Lake Dam, Mn",11.7,1981-02-18,11.7,high
2017-02-18,45.9646,-94.8892,"Long Prairie, Mn",13.3,1981-02-18,11.7,high
2017-02-18,44.4706,-95.7908,"Marshall, Mn",16.7,1981-02-18,15.6,high
2017-02-18,45.6771,-94.802,"Melrose, Mn",14.4,1981-02-18,11.7,high
2017-02-18,45.7532,-93.6617,"Milaca, Mn",14.4,1954-02-18,11.7,high
2017-02-18,44.9342,-95.746,"Montevideo 1 Sw, Mn",16.1,1981-02-18,16.1,high
2017-02-18,45.8776,-93.3147,"Mora, Mn",13.3,1981-02-18,13.3,high
2017-02-18,46.4145,-95.5464,"Ottertail, Mn",13.3,2002-02-18,10,high
2017-02-18,47.2508,-93.5861,"Pokegama Dam, Mn",13.3,1981-02-18,11.1,high
2017-02-18,48.2109,-95.2475,"Thorhult, Mn",13.3,1994-02-18,9.4,high
2017-02-18,47.7817,-92.2784,"Tower 2 S, Mn",13.9,1981-02-18,11.7,high
2017-02-18,45.0482,-93.0959,"Vadnais Lake, Mn",15,2011-02-18,10.6,high
2017-02-18,47.0936,-94.5738,"Walker, Mn",13.9,1981-02-18,12.8,high
2017-02-18,44.0876,-91.6703,"Winona Dam 5 A, Mn",15,1995-02-18,11.1,high
2017-02-18,39.8913,-94.36,"Amity 4 Ne, Mo",22.2,2011-02-18,22.2,high
2017-02-18,40.2575,-94.0269,"Bethany, Mo",22.2,2011-02-18,21.7,high
2017-02-18,39.34472,-91.17111,"Bowling Green 2 Ne, Mo",22.2,2011-02-18,22.2,high
2017-02-18,39.765,-93.0594,"Brookfield, Mo",22.8,2011-02-18,21.7,high
2017-02-18,39.4248,-93.133,"Brunswick, Mo",22.8,1930-02-18,21.7,high
2017-02-18,37.66688,-93.10691,"Buffalo 2 N, Mo",22.8,2011-02-18,22.2,high
2017-02-18,39.3594,-93.4886,"Carrollton, Mo",22.8,2011-02-18,22.2,high
2017-02-18,40.2394,-94.6833,"Conception, Mo",22.8,1930-02-18,22.8,high
2017-02-18,38.23056,-90.39806,"Festus, Mo",23.3,1981-02-18,23.3,high
2017-02-18,39.7233,-91.3719,"Hannibal Water Works, Mo",22.2,2011-02-18,22.2,high
2017-02-18,37.3187,-91.9626,"Houston, Mo",21.7,2004-02-18,21.1,high
2017-02-18,40.2057,-92.5748,"Kirksville, Mo",22.8,2011-02-18,21.1,high
2017-02-18,40.4575,-92.1822,"Memphis, Mo",21.7,2011-02-18,20.6,high
2017-02-18,39.4194,-92.4369,"Moberly, Mo",22.2,2011-02-18,21.7,high
2017-02-18,39.635,-91.72306,"Monroe City, Mo",22.2,2011-02-18,22.2,high
2017-02-18,39.0172,-92.7558,"New Franklin 1 W, Mo",22.2,2011-02-18,22.2,high
2017-02-18,40.3986,-93.584,"Princeton, Mo",22.8,2011-02-18,22.2,high
2017-02-18,38.8147,-90.5169,"St Charles, Mo",23.3,1948-02-18,21.1,high
2017-02-18,38.6856,-90.5231,"St Charles 7 Ssw, Mo",23.9,2011-02-18,23.9,high
2017-02-18,38.6291,-90.2706,"St Louis Science Ctr, Mo",23.9,2011-02-18,23.9,high
2017-02-18,39.4247,-92.8106,"Salisbury, Mo",23.3,2011-02-18,22.8,high
2017-02-18,39.6361,-91.2494,"Saverton Lock And Dam 22, Mo",23.3,2011-02-18,22.8,high
2017-02-18,38.6752,-93.2227,"Sedalia Water Plant, Mo",22.8,2011-02-18,22.8,high
2017-02-18,39.6827,-92.0468,"Shelbina, Mo",22.8,2011-02-18,21.1,high
2017-02-18,40.2472,-93.7158,"Spickard 7 W, Mo",22.8,2011-02-18,20.6,high
2017-02-18,39.9713,-91.8872,"Steffenville, Mo",22.2,1994-02-18,20.6,high
2017-02-18,38.9663,-93.4195,"Sweet Springs, Mo",23.3,2011-02-18,23.3,high
2017-02-18,40.0824,-93.6086,"Trenton, Mo",23.9,2011-02-18,22.8,high
2017-02-18,40.475,-93.0031,"Unionville, Mo",22.2,2011-02-18,21.7,high
2017-02-18,38.7841,-93.8008,"Warrensburg 4 Nw, Mo",23.3,2011-02-18,23.3,high
2017-02-18,37.8133,-92.2319,"Waynesville 2 W, Mo",23.9,2011-02-18,23.3,high
2017-02-18,46.8747,-111.1643,"Millegan 14 Se, Mt",11.7,2015-02-18,8.9,high
2017-02-18,48.71667,-115.88333,"Troy 18 N, Mt",11.7,2008-02-18,10,high
2017-02-18,41.0407,-96.3811,"Ashland 2, Ne",23.3,1930-02-18,21.7,high
2017-02-18,40.3705,-95.7469,"Auburn 5 Ese, Ne",24.4,2016-02-18,23.9,high
2017-02-18,41.8857,-98.5631,"Bartlett 1 W, Ne",18.3,2011-02-18,18.3,high
2017-02-18,40.5208,-98.0536,"Clay Center, Ne",22.8,1981-02-18,22.2,high
2017-02-18,40.6092,-96.872,"Crete 4 Ese, Ne",22.8,2011-02-18,20.6,high
2017-02-18,41.43,-96.4669,"Fremont, Ne",21.7,1930-02-18,21.7,high
2017-02-18,41.5462,-98.5331,"Greeley, Ne",20.6,1981-02-18,20,high
2017-02-18,41.143,-96.4808,"Mead 6 S, Ne",23.3,2011-02-18,20.6,high
2017-02-18,40.6986,-95.8866,"Nebraska City 2 Nw, Ne",23.3,2011-02-18,21.1,high
2017-02-18,40.1118,-96.1515,"Pawnee City, Ne",22.8,1970-02-18,22.2,high
2017-02-18,41.0319,-98.9213,"Ravenna, Ne",23.3,1948-02-18,23.3,high
2017-02-18,40.89972,-97.09083,"Seward, Ne",22.2,1930-02-18,22.2,high
2017-02-18,40.02368,-98.08099,"Superior, Ne",22.2,1995-02-18,21.7,high
2017-02-18,40.6661,-96.1891,"Syracuse, Ne",23.3,1930-02-18,22.2,high
2017-02-18,40.3544,-96.1938,"Tecumseh, Ne",22.8,2011-02-18,22.2,high
2017-02-18,40.8433,-101.2094,"Wallace 2 W, Ne",19.4,1995-02-18,19.4,high
2017-02-18,43.5492,-71.4646,"Lakeport 2, Nh",13.9,2011-02-18,10,high
2017-02-18,43.3203,-73.9256,"Conklingville Dam, Ny",12.2,2011-02-18,12.2,high
2017-02-18,46.8769,-97.2328,"Casselton Agronomy Farm, Nd",10.6,2002-02-18,8.9,high
2017-02-18,48.8624,-97.7015,"Cavalier 7 Nw, Nd",8.9,1981-02-18,8.3,high
2017-02-18,40.3533,-83.7747,"Bellefontaine, Oh",16.7,1911-02-18,16.7,high
2017-02-18,41.3831,-83.6111,"Bowling Green Wwtp, Oh",20,1976-02-18,15,high
2017-02-18,40.8126,-82.9698,"Bucyrus, Oh",15.6,1949-02-18,14.4,high
2017-02-18,40.2913,-82.6546,"Centerburg 2 Se, Oh",16.7,2011-02-18,15.6,high
2017-02-18,41.2783,-84.3847,"Defiance, Oh",18.3,1949-02-18,15,high
2017-02-18,41.0461,-83.6622,"Findlay Wpcc, Oh",20.6,1911-02-18,17.2,high
2017-02-18,40.7247,-84.1294,"Lima Wwtp, Oh",16.7,1948-02-18,16.7,high
2017-02-18,40.9462,-83.9614,"Pandora, Oh",20.6,1981-02-18,15.6,high
2017-02-18,41.1247,-84.5919,"Paulding, Oh",16.7,1961-02-18,15.6,high
2017-02-18,40.2705,-84.1507,"Sidney 1 S, Oh",17.8,2011-02-18,16.7,high
2017-02-18,40.8494,-84.5808,"Van Wert 1 S, Oh",17.2,1961-02-18,16.1,high
2017-02-18,41.5183,-84.1452,"Wauseon Water Plant, Oh",15,1976-02-18,15,high
2017-02-18,40.1268,-82.9441,"Westerville, Oh",18.9,2011-02-18,17.8,high
2017-02-18,39.8,-76.05,"Octoraro Lake, Pa",21.1,2011-02-18,20.6,high
2017-02-18,43.3729,-103.8778,"Edgemont, Sd",17.8,1997-02-18,15.6,high
2017-02-18,43.4033,-103.2683,"Oral, Sd",17.8,2004-02-18,16.7,high
2017-02-18,35.7178,-89.4986,"Ripley, Tn",26.1,1986-02-18,24.4,high
2017-02-18,35.8375,-86.0894,"Woodbury 1 Wnw, Tn",24.4,2011-02-18,23.9,high
2017-02-18,26.5577,-97.4263,"Port Mansfield, Tx",29.4,1986-02-18,29.4,high
2017-02-18,44.5139,-72.6236,"Morrisville 4 Ssw, Vt",11.1,1981-02-18,11.1,high
2017-02-18,36.6365,-80.2545,"Stuart, Va",20.6,2011-02-18,20,high
2017-02-18,44.2769,-88.4377,"Appleton, Wi",12.2,1981-02-18,10,high
2017-02-18,43.0411,-89.4286,"Arboretum University Wis, Wi",16.1,1981-02-18,16.1,high
2017-02-18,43.3008,-89.3269,"Arlington University Farm, Wi",15.6,1981-02-18,13.3,high
2017-02-18,43.4583,-89.7269,"Baraboo, Wi",16.1,1981-02-18,14.4,high
2017-02-18,42.5038,-89.0311,"Beloit, Wi",16.7,2011-02-18,13.9,high
2017-02-18,45.5556,-90.9592,"Big Falls Hydro, Wi",11.7,2011-02-18,10,high
2017-02-18,42.6333,-89.3866,"Brodhead, Wi",17.2,1981-02-18,15,high
2017-02-18,46.5378,-91.5919,"Brule Ranger Station, Wi",12.8,2011-02-18,7.2,high
2017-02-18,43.0596,-89.4819,"Charmany Farm, Wi",16.1,1981-02-18,14.4,high
2017-02-18,44.0327,-88.1469,"Chilton, Wi",13.3,1954-02-18,11.7,high
2017-02-18,45.8003,-91.4594,"Couderay 7 W, Wi",12.2,1994-02-18,12.2,high
2017-02-18,42.9608,-90.1161,"Dodgeville, Wi",15,1981-02-18,14.4,high
2017-02-18,43.7952,-88.4533,"Fond Du Lac, Wi",11.7,1981-02-18,11.7,high
2017-02-18,42.905,-88.8588,"Fort Atkinson, Wi",17.8,1981-02-18,15,high
2017-02-18,43.2388,-88.1222,"Germantown, Wi",17.8,1981-02-18,14.4,high
2017-02-18,43.3311,-88.4113,"Hartford 2 W, Wi",16.7,1981-02-18,13.3,high
2017-02-18,46.0002,-91.5074,"Hayward Ranger Station, Wi",15.6,2002-02-18,8.3,high
2017-02-18,43.4406,-88.6325,"Horicon, Wi",14.4,1981-02-18,13.9,high
2017-02-18,42.5608,-87.8155,"Kenosha, Wi",19.4,1997-02-18,12.8,high
2017-02-18,43.0802,-88.8966,"Lake Mills, Wi",16.7,1981-02-18,12.2,high
2017-02-18,42.8278,-90.7889,"Lancaster 4 Wsw, Wi",16.1,1981-02-18,15.6,high
2017-02-18,46.778,-90.7654,"Madeline Island, Wi",12.2,2011-02-18,8.9,high
2017-02-18,44.08694,-87.65222,"Manitowoc, Wi",12.8,2011-02-18,10,high
2017-02-18,44.1746,-90.3482,"Mather 3 Nw, Wi",15.6,1981-02-18,14.4,high
2017-02-18,43.7899,-90.0597,"Mauston 1 Se, Wi",15.6,1981-02-18,15,high
2017-02-18,45.1786,-89.6616,"Merrill, Wi",11.7,1981-02-18,11.7,high
2017-02-18,43.0719,-88.0294,"Milwaukee Mount Mary College, Wi",19.4,2011-02-18,12.2,high
2017-02-18,45.8863,-89.7322,"Minocqua, Wi",13.3,1981-02-18,12.2,high
2017-02-18,43.7805,-89.3169,"Montello, Wi",13.9,2011-02-18,8.9,high
2017-02-18,44.5378,-90.535,"Neillsville 3 Sw, Wi",15.6,1981-02-18,14.4,high
2017-02-18,43.1002,-88.5036,"Oconomowoc, Wi",17.2,1981-02-18,14.4,high
2017-02-18,44.02056,-88.55806,"Oshkosh, Wi",14.4,1899-02-18,11.7,high
2017-02-18,45.9336,-90.4506,"Park Falls Dnr Hq, Wi",13.9,1981-02-18,11.7,high
2017-02-18,43.73,-87.9713,"Plymouth, Wi",11.1,2011-02-18,10.6,high
2017-02-18,42.7022,-87.7861,"Racine, Wi",13.3,2011-02-18,12.8,high
2017-02-18,43.523,-90.0002,"Reedsburg, Wi",16.1,1981-02-18,15.6,high
2017-02-18,45.5986,-89.4508,"Rhinelander, Wi",13.9,1994-02-18,12.2,high
2017-02-18,42.9108,-89.2133,"Stoughton, Wi",15.6,1981-02-18,15,high
2017-02-18,44.8797,-87.3355,"Sturgeon Bay Experimental Far, Wi",7.8,2011-02-18,7.8,high
2017-02-18,43.1741,-88.7363,"Watertown, Wi",15.6,1981-02-18,13.9,high
2017-02-18,42.8508,-88.7247,"Whitewater, Wi",17.2,1981-02-18,13.9,high
2017-02-18,45.708,-89.8488,"Willow Reservoir, Wi",13.3,1981-02-18,11.7,high
2017-02-18,45.7992,-90.9947,"Winter, Wi",12.2,1981-02-18,11.7,high
2017-02-18,44.7741,-107.5216,"Burgess Junction, Wy",11.7,1965-02-18,7.8,high
2017-02-18,38.8272,-106.2111,"Red Deer Colorado, Co",10,2014-02-18,10,high
2017-02-18,44.38,-109.79,"Blackwater, Wy",2.7,2015-02-18,1.7,high
2017-02-18,46.78,-110.62,"Spur Park, Mt",5,2016-02-18,3.9,high
2017-02-18,48.06,-112.76,"Dupuyer Creek, Mt",16.4,2015-02-18,7.3,high
2017-02-18,46.88,-113.32,"Lubrecht Flume, Mt",11.8,1998-02-18,10.5,high
2017-02-18,30.4,-81.41667,"Mayport Pilot Station, Fl",24.4,2011-02-18,24.4,high
2017-02-18,38.8169,-92.2183,"Columbia Regional Airport, Mo",21.7,1994-02-18,21.1,high
2017-02-18,41.8,-78.6333,"Bradford Regional Airport, Pa",16.7,1994-02-18,13.3,high
2017-02-18,41.17833,-78.89889,"Dubois Jefferson Co Airport, Pa",17.8,2011-02-18,15.6,high
2017-02-18,29.95056,-94.02056,"Port Arthur Se Tx Regional Airport, Tx",27.2,2000-02-18,26.7,high
2017-02-18,28.45667,-99.21833,"Cotulla La Salle Co Airport, Tx",33.9,1971-02-18,31.7,high
2017-02-18,39.42028,-83.82167,"Wilmington Airborne Park, Oh",16.7,2011-02-18,16.7,high
2017-02-18,30.1831,-97.6799,"Austin Bergstrom International Airport, Tx",30.6,2013-02-18,28.3,high
2017-02-18,32.35417,-95.4025,"Tyler Pounds Field, Tx",27.2,2016-02-18,25.6,high
2017-02-18,30.51083,-99.76639,"Junction Kimble Co Airport, Tx",28.3,2016-02-18,26.1,high
2017-02-18,39.1341,-93.2225,"Marshall, Mo",22.8,2011-02-18,22.8,high
2017-02-18,40.29639,-78.32028,"Altoona Blair Co Airport, Pa",18.9,1981-02-18,18.9,high
2017-02-18,40.65083,-75.4492,"Allentown Lehigh Valley International Airport, Pa",19.4,2011-02-18,19.4,high
2017-02-18,42.15944,-76.89194,"Elmira Corning Regional Airport, Ny",20,2011-02-18,15.6,high
2017-02-18,40.21722,-76.85139,"Harrisburg Capital City Airport, Pa",22.2,2011-02-18,22.2,high
2017-02-18,43.1167,-77.6767,"Rochester Greater International, Ny",17.2,1981-02-18,16.7,high
2017-02-18,40.313,-88.1598,"Rantoul, Il",18.9,1961-02-18,17.8,high
2017-02-18,41.4057,-81.852,"Cleveland Hopkins International Airport, Oh",20.6,1981-02-18,16.7,high
2017-02-18,39.9907,-82.877,"Port Columbus International Airport, Oh",18.9,2011-02-18,17.2,high
2017-02-18,42.40917,-83.01,"Detroit City Airport, Mi",20,1976-02-18,13.9,high
2017-02-18,41.01361,-83.66861,"Findlay Airport, Oh",21.1,1961-02-18,15.6,high
2017-02-18,42.9666,-83.7494,"Flint Bishop International Airport, Mi",18.3,2011-02-18,13.3,high
2017-02-18,40.9705,-85.2063,"Fort Wayne International Airport, In",19.4,1994-02-18,16.1,high
2017-02-18,42.2667,-84.4667,"Jackson Reynolds Field, Mi",18.9,1976-02-18,15,high
2017-02-18,40.41222,-86.93694,"Lafayette Purdue University Airport, In",18.9,1997-02-18,17.2,high
2017-02-18,42.78028,-84.57889,"Lansing Capital City Airport, Mi",18.3,2011-02-18,13.3,high
2017-02-18,43.1405,-89.3452,"Madison Dane Co Regional Airport, Wi",16.7,1981-02-18,13.9,high
2017-02-18,42.955,-87.9044,"Milwaukee Mitchell International Airport, Wi",19.4,1994-02-18,11.7,high
2017-02-18,43.17111,-86.23667,"Muskegon Co Airport, Mi",12.2,1994-02-18,12.2,high
2017-02-18,40.6675,-89.6839,"Peoria International Airport, Il",20,1994-02-18,17.2,high
2017-02-18,43.53306,-84.07972,"Saginaw Mbs International Airport, Mi",16.7,1981-02-18,11.7,high
2017-02-18,46.4794,-84.3572,"Sault Ste Marie Sanderson Field, Mi",9.4,1997-02-18,7.8,high
2017-02-18,41.7072,-86.3163,"South Bend Airport, In",18.9,1961-02-18,17.2,high
2017-02-18,41.2548,-80.6737,"Youngstown Warren Regional Airport, Oh",18.9,2011-02-18,15,high
2017-02-18,42.23333,-83.53333,"Detroit Willow Run Airport, Mi",20.6,1961-02-18,13.9,high
2017-02-18,42.0803,-80.1824,"Erie International Airport, Pa",21.1,1981-02-18,16.1,high
2017-02-18,40.8204,-82.5178,"Mansfield Lahm Regional Airport, Oh",19.4,1961-02-18,15.6,high
2017-02-18,40.9181,-81.4435,"Akron Canton Airport, Oh",20,1981-02-18,15.6,high
2017-02-18,44.4794,-88.1366,"Green Bay Austin Straubel International Airport, Wi",13.9,1981-02-18,10,high
2017-02-18,48.5614,-93.3981,"International Falls International Airport, Mn",10.6,1954-02-18,9.4,high
2017-02-18,43.21194,-90.18139,"Lone Rock Tri Co Airport, Wi",17.8,1981-02-18,16.1,high
2017-02-18,44.8831,-93.2289,"Minneapolis St Paul International Airport, Mn",14.4,1981-02-18,14.4,high
2017-02-18,41.46528,-90.52333,"Moline Quad City International Airport, Il",21.1,1994-02-18,16.7,high
2017-02-18,45.5433,-94.0513,"St Cloud Regional Airport, Mn",13.9,1981-02-18,13.3,high
2017-02-18,44.93194,-93.05556,"St Paul Downtown Airport, Mn",15,2002-02-18,10.6,high
2017-02-18,40.78333,-91.12528,"Burlington Municipal Airport, Ia",20.6,1994-02-18,17.8,high
2017-02-18,40.09722,-92.54333,"Kirksville Regional Airport, Mo",21.7,1971-02-18,18.9,high
2017-02-18,41.3102,-95.8991,"Omaha Eppley Airfield, Ne",19.4,2016-02-18,18.9,high
2017-02-18,42.3913,-96.3791,"Sioux City Gateway Airport, Ia",18.9,1981-02-18,18.3,high
2017-02-18,41.1077,-92.4466,"Ottumwa Industrial Airport, Ia",19.4,1994-02-18,17.8,high
2017-02-18,21.324,-157.9294,"Honolulu International Airport, Hi",28.9,2002-02-18,28.9,high
2017-02-18,21.1545,-157.0961,"Molokai Kaunakakai Molokai Airport, Hi",28.9,2011-02-18,27.8,high
2017-02-18,39.7633,-104.8694,"Denver Stapleton, Co",20,2016-02-18,18.9,high
2017-02-18,39.65,-106.91667,"Eagle Co Airport, Co",12.2,1983-02-18,12.2,high
2017-02-18,41.3167,-105.6833,"Laramie Airport, Wy",12.8,2004-02-18,12.8,high
2017-02-18,39.9064,-84.2185,"Dayton International Airport, Oh",18.9,1948-02-18,17.8,high
2017-02-18,39.72517,-86.28168,"Indianapolis International Airport, In",18.9,1961-02-18,18.9,high
2017-02-18,39.8447,-89.6839,"Springfield Abraham Lincoln Capital Airport, Il",20,1997-02-18,18.3,high
2017-02-18,39.94444,-81.89222,"Zanesville Municipal Airport, Oh",20.6,2011-02-18,17.8,high
2017-02-18,39.93694,-91.19194,"Quincy Regional Airport, Il",20,1971-02-18,20,high
2017-02-18,44.3591,-84.6738,"Houghton Lake Roscommon Co Airport, Mi",11.7,1994-02-18,11.1,high
2017-02-18,42.1927,-89.093,"Rockford Greater Rockford Airport, Il",20,1981-02-18,14.4,high
2017-02-18,40.4846,-80.2144,"Pittsburgh Asos, Pa",20,2011-02-18,18.9,high
2017-02-18,41.5871,-83.8055,"Toledo Express Airport, Oh",19.4,1961-02-18,15,high
2017-02-18,41.995,-87.9336,"Chicago Ohare International Airport, Il",21.1,1981-02-18,16.7,high
2017-02-18,42.2313,-83.3308,"Detroit Metropolitan Airport, Mi",20.6,1976-02-18,16.7,high
2017-02-18,45.0716,-83.5644,"Alpena Co Regional Airport, Mi",14.4,1997-02-18,12.2,high
2017-02-18,46.5313,-87.5491,"Marquette Weather Service Office Airport, Mi",12.2,1997-02-18,11.1,high
2017-02-18,42.8825,-85.52389,"Grand Rapids Gerald R Ford International Airport, Mi",15,2011-02-18,13.3,high
2017-02-18,40.23417,-85.39361,"Muncie Delaware Co Airport, In",19.4,1994-02-18,16.7,high
2017-02-18,42.39778,-90.70361,"Dubuque Regional Airport, Ia",17.8,1981-02-18,16.1,high
2017-02-19,39.49,-105.0952,"Kassler, Co",23.9,2004-02-19,21.7,high
